TIME - 00:17:08.770 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:57:52.648 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:57:52.663 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:57:52.665 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:57:52.665 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:57:54.096 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:57:54.751 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:57:57.241 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:57:57.283 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:57:58.320 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:57:58.537 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:57:58.538 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:57:58.539 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:57:58.540 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:57:58.542 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:57:59.668 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:58:00.794 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:58:02.599 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:58:05.208 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:58:05.314 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:58:05.645 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:58:05.951 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:58:06.235 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:58:10.237 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:58:10.346 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:58:11.359 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:58:11.362 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:58:12.273 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:58:12.440 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:58:12.441 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:58:14.053 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:58:16.681 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:58:19.230 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:58:19.291 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:58:19.486 | INFO  | utility.ReusableFunctions :- Input value - locked_out_user was provided to the element.
TIME - 00:58:19.663 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:58:19.764 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:58:23.766 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:58:44.475 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:58:45.401 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:58:45.568 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:58:45.568 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 01:08:15.294 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 01:08:15.298 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 01:08:15.298 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 01:08:15.372 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 01:08:15.372 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 01:08:15.373 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 01:08:15.415 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 01:08:15.415 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 01:08:15.418 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 01:08:15.418 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 01:08:18.033 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 01:08:18.338 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 01:08:20.164 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 01:08:20.424 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 01:08:22.217 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 01:08:22.227 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 01:08:24.744 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:08:24.941 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 01:08:25.172 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:08:25.225 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 01:08:25.291 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 01:08:25.635 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 01:08:25.715 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 01:08:25.775 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 01:08:25.915 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 01:08:25.962 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 01:08:29.777 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 01:08:29.964 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 01:11:31.000 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 01:11:31.003 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 01:11:31.004 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 01:11:31.053 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 01:11:31.053 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 01:11:31.053 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 01:11:31.077 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 01:11:31.077 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 01:11:31.078 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 01:11:31.078 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 01:11:34.067 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 01:11:34.079 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 01:11:36.354 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 01:11:36.357 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 01:11:37.819 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 01:11:37.830 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 01:11:40.348 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:11:40.468 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 01:11:40.764 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 01:11:40.771 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:11:40.904 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 01:11:41.120 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 01:11:41.451 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 01:11:41.473 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 01:11:41.474 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 01:11:41.497 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 01:11:41.581 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 01:11:44.143 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:11:44.217 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 01:11:44.455 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 01:11:44.594 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 01:11:44.671 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 01:11:45.452 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 01:11:45.511 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 01:11:46.042 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 01:11:48.043 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:11:48.182 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 01:11:48.672 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 01:11:48.700 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 01:11:49.232 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 01:11:50.223 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:11:50.278 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 01:11:50.403 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 01:11:51.234 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 01:11:52.403 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
